size type  blanks  precomp  comp_time status
2 1 2 0.0349340438843 0.0405869483948 Y
2 1 2 0.0228881835938 0.0626089572906 Y
2 1 2 0.0163300037384 0.0456550121307 Y
2 1 2 0.0199608802795 0.0749499797821 Y
2 1 2 0.0163300037384 0.0510220527649 Y
2 1 2 0.0170860290527 0.0704441070557 Y
2 2 2 0.0164940357208 0.0556738376617 Y
2 2 2 0.0181651115417 0.0400760173798 Y
2 2 2 0.0162658691406 0.0461020469666 Y
2 2 2 0.019944190979 0.068568944931 Y
2 2 2 0.029177904129 0.0569179058075 Y
2 2 2 0.0165920257568 0.0518939495087 Y
2 2 2 0.0161149501801 0.116474866867 Y
2 3 2 0.0174050331116 0.0608899593353 Y
2 3 2 0.0162360668182 0.058581829071 Y
2 3 2 0.0166721343994 0.0629301071167 Y
2 3 2 0.0196759700775 0.0568709373474 Y
2 3 2 0.0166239738464 0.0855660438538 Y
2 3 2 0.0166659355164 0.0830428600311 Y
2 3 2 0.0187609195709 0.216542005539 Y
2 4 2 0.0196180343628 0.0548729896545 Y
2 4 2 0.0219459533691 0.0447108745575 Y
2 4 2 0.0169579982758 0.0405490398407 Y
2 4 2 0.0164608955383 0.061735868454 Y
2 4 2 0.0179049968719 0.0571360588074 Y
2 4 2 0.0156722068787 0.0491540431976 Y
2 4 2 0.0169501304626 0.06187915802 Y
2 5 2 0.0217869281769 0.0448188781738 Y
2 5 2 0.0291440486908 0.0477678775787 Y
2 5 2 0.0155749320984 0.0451819896698 Y
2 5 2 0.0175459384918 0.0524468421936 Y
2 5 2 0.0167407989502 0.0493519306183 Y
2 5 2 0.0177590847015 0.0829601287842 Y
2 5 2 0.0171909332275 0.099946975708 Y
2 6 2 0.0171580314636 0.0406680107117 Y
2 6 2 0.0192921161652 0.0502381324768 Y
2 6 2 0.0181949138641 0.0654528141022 Y
2 6 2 0.0161859989166 0.0567920207977 Y
2 6 2 0.0181498527527 0.0521590709686 Y
2 6 2 0.0162100791931 0.0826280117035 Y
2 6 2 0.0164909362793 0.0782630443573 Y
2 1 3 0.019248008728 0.0683920383453 Y
2 1 3 0.0157082080841 0.0607779026031 Y
2 1 3 0.0169730186462 0.0520370006561 Y
2 1 3 0.0167150497437 0.0492308139801 Y
2 1 3 0.0157051086426 0.0663120746613 Y
2 1 3 0.0191121101379 0.0784831047058 Y
2 1 3 0.0186989307404 0.0722818374634 Y
2 2 3 0.0172400474548 0.123222112656 Y
2 2 3 0.0170419216156 0.363348007202 Y
2 2 3 0.0175061225891 0.194141149521 Y
2 2 3 0.0294799804688 0.201346874237 Y
2 2 3 0.0204520225525 0.198539972305 Y
2 2 3 0.0171189308167 0.183130979538 Y
2 2 3 0.0167191028595 0.288084983826 Y
2 3 3 0.0180158615112 0.0818178653717 Y
2 3 3 0.0163748264313 0.0760879516602 Y
2 3 3 0.0170760154724 0.0977120399475 Y
2 3 3 0.0175700187683 0.169362068176 Y
2 3 3 0.0172069072723 0.150288105011 Y
2 3 3 0.016811132431 0.147112131119 Y
2 3 3 0.0169489383698 0.209303855896 Y
2 4 3 0.0181090831757 0.184490203857 Y
2 4 3 0.0193471908569 0.0805311203003 Y
2 4 3 0.0183289051056 0.0747358798981 Y
2 4 3 0.0169730186462 0.0864911079407 Y
2 4 3 0.0184869766235 0.0905120372772 Y
2 4 3 0.0271089076996 0.0784449577332 Y
2 4 3 0.0164051055908 0.0880601406097 Y
2 5 3 0.0165069103241 0.162533998489 Y
2 5 3 0.0179419517517 0.156699180603 Y
2 5 3 0.0167119503021 0.138509988785 Y
2 5 3 0.0181479454041 0.146774053574 Y
2 5 3 0.0170230865479 0.286972045898 Y
2 5 3 0.0225248336792 0.243163824081 Y
2 5 3 0.016585111618 0.228614091873 Y
2 6 3 0.0171070098877 0.214965105057 Y
2 6 3 0.016618013382 0.0783071517944 Y
2 6 3 0.0189390182495 0.113961935043 Y
2 6 3 0.0178260803223 0.226015090942 Y
2 6 3 0.0174310207367 0.193611860275 Y
2 6 3 0.0181400775909 0.194291830063 Y
2 6 3 0.0172591209412 0.1740629673 Y
2 1 4 0.0171759128571 0.0775489807129 Y
2 1 4 0.0181140899658 0.071417093277 Y
2 1 4 0.0215270519257 0.0671319961548 Y
2 1 4 0.0188250541687 0.105470895767 Y
2 1 4 0.0180881023407 0.247019052505 Y
2 1 4 0.024827003479 0.20315694809 Y
2 1 4 0.0188269615173 0.206643104553 Y
2 2 4 0.0185809135437 0.504429101944 Y
2 2 4 0.0173599720001 0.250055074692 Y
2 2 4 0.0180521011353 0.252231121063 Y
2 2 4 0.0168220996857 0.259744167328 Y
2 2 4 0.0182318687439 0.251845121384 Y
2 2 4 0.0173308849335 0.267210960388 Y
2 2 4 0.0171141624451 0.251874923706 Y
2 3 4 0.0170838832855 0.226873874664 Y
2 3 4 0.0179979801178 0.282984018326 Y
2 3 4 0.0276892185211 0.26469707489 Y
2 3 4 0.0169630050659 0.460680961609 Y
2 3 4 0.0188767910004 0.271565914154 Y
2 3 4 0.0170249938965 0.244369029999 Y
2 3 4 0.0168149471283 0.273367881775 Y
2 4 4 0.0260229110718 0.258334875107 Y
2 4 4 0.0211119651794 0.213830947876 Y
2 4 4 0.0195119380951 0.327329874039 Y
2 4 4 0.0180871486664 0.292985200882 Y
2 4 4 0.0176367759705 0.275583982468 Y
2 4 4 0.016979932785 0.281038045883 Y
2 4 4 0.0168449878693 0.452808141708 Y
2 5 4 0.018275976181 0.265683889389 Y
2 5 4 0.0184631347656 0.234121084213 Y
2 5 4 0.0165090560913 0.290074825287 Y
2 5 4 0.0184409618378 0.257784128189 Y
2 5 4 0.0171320438385 0.255230903625 Y
2 5 4 0.0208370685577 0.265875101089 Y
2 5 4 0.0177311897278 0.29147195816 Y
2 6 4 0.0327749252319 0.231070995331 Y
2 6 4 0.0181221961975 0.266778945923 Y
2 6 4 0.0178298950195 0.468078136444 Y
2 6 4 0.0167820453644 0.266288042068 Y
2 6 4 0.0183248519897 0.27781701088 Y
2 6 4 0.0176930427551 0.265810966492 Y
2 6 4 0.0198719501495 0.410019159317 Y
2 1 5 0.0171918869019 0.341419935226 Y
2 1 5 0.0193221569061 0.273365020752 Y
2 1 5 0.0190382003784 0.415518045425 Y
2 1 5 0.0195641517639 0.400858163834 Y
2 1 5 0.0203649997711 0.404605865479 Y
2 1 5 0.0178470611572 0.292382001877 Y
2 1 5 0.019670009613 0.271759986877 Y
2 2 5 0.017373085022 0.474060058594 Y
2 2 5 0.0165388584137 0.236510038376 Y
2 2 5 0.0177390575409 0.258455991745 Y
2 2 5 0.0167939662933 0.26035618782 Y
2 2 5 0.0169169902802 0.268555879593 Y
2 2 5 0.0167479515076 0.274870872498 Y
2 2 5 0.0173058509827 0.242467880249 Y
2 3 5 0.0166640281677 0.256587982178 Y
2 3 5 0.0168302059174 0.264003038406 Y
2 3 5 0.0164239406586 0.262084960938 Y
2 3 5 0.0180230140686 0.267462015152 Y
2 3 5 0.0170910358429 0.268612146378 Y
2 3 5 0.0236248970032 0.295914888382 Y
2 3 5 0.0178129673004 0.264664888382 Y
2 4 5 0.0174829959869 0.270272016525 Y
2 4 5 0.0173671245575 0.27453994751 Y
2 4 5 0.0184791088104 0.289188861847 Y
2 4 5 0.019779920578 0.539658069611 Y
2 4 5 0.0175461769104 0.270456075668 Y
2 4 5 0.0170359611511 0.263948202133 Y
2 4 5 0.0168931484222 0.268094062805 Y
2 5 5 0.0168099403381 0.24876499176 Y
2 5 5 0.0223019123077 0.259341001511 Y
2 5 5 0.0176010131836 0.258713006973 Y
2 5 5 0.0174000263214 0.269937038422 Y
2 5 5 0.0180299282074 0.259573936462 Y
2 5 5 0.0169770717621 0.252475976944 Y
2 5 5 0.0192229747772 0.26257109642 Y
2 6 5 0.0189509391785 0.279625892639 Y
2 6 5 0.0180509090424 0.28981590271 Y
2 6 5 0.0193390846252 0.276651144028 Y
2 6 5 0.0202419757843 0.544862985611 Y
2 6 5 0.0380430221558 0.271516799927 Y
2 6 5 0.0166618824005 0.277139902115 Y
2 6 5 0.0171229839325 0.248439073563 Y
2 1 6 0.0166668891907 0.253388166428 Y
2 1 6 0.0177760124207 0.254175186157 Y
2 1 6 0.0177619457245 0.29853105545 Y
2 1 6 0.0179798603058 0.283204078674 Y
2 1 6 0.0215871334076 0.26296710968 Y
2 1 6 0.0171589851379 0.274746894836 Y
2 1 6 0.0179891586304 0.260085105896 Y
2 2 6 0.016459941864 0.283522844315 Y
2 2 6 0.0169868469238 0.257719039917 Y
2 2 6 0.0167331695557 0.302421092987 Y
2 2 6 0.0169949531555 0.535867929459 Y
2 2 6 0.0176529884338 0.270056962967 Y
2 2 6 0.018933057785 0.255758047104 Y
2 2 6 0.0184600353241 0.258500814438 Y
2 3 6 0.0173850059509 0.286527872086 Y
2 3 6 0.0216469764709 0.26843214035 Y
2 3 6 0.0203461647034 0.255671024323 Y
2 3 6 0.0169279575348 0.238632202148 Y
2 3 6 0.0189480781555 0.257345914841 Y
2 3 6 0.0169289112091 0.263334035873 Y
2 3 6 0.0211410522461 0.279322862625 Y
2 4 6 0.0297830104828 0.249892950058 Y
2 4 6 0.0213499069214 0.30549287796 Y
2 4 6 0.0201709270477 0.54369020462 Y
2 4 6 0.0171141624451 0.258425951004 Y
2 4 6 0.0232768058777 0.266438961029 Y
2 4 6 0.0206110477448 0.2668800354 Y
2 4 6 0.0309388637543 0.271499872208 Y
2 5 6 0.0173921585083 0.277044057846 Y
2 5 6 0.018786907196 0.258928060532 Y
2 5 6 0.0169289112091 0.265940904617 Y
2 5 6 0.0167388916016 0.288445949554 Y
2 5 6 0.0484049320221 0.302326917648 Y
2 5 6 0.0271680355072 0.280468940735 Y
2 5 6 0.0184299945831 0.282922029495 Y
2 6 6 0.0184090137482 0.249078035355 Y
2 6 6 0.0171430110931 0.285985946655 Y
2 6 6 0.0169911384583 0.299897909164 Y
2 6 6 0.0181710720062 0.253863811493 Y
2 6 6 0.0190229415894 0.261881113052 Y
2 6 6 0.0170199871063 0.562000989914 Y
2 6 6 0.021800994873 0.264436006546 Y
2 1 7 0.0169751644135 0.293625116348 Y
2 1 7 0.0232360363007 0.276929140091 Y
2 1 7 0.0169939994812 0.286844968796 Y
2 1 7 0.0169589519501 0.264316797256 Y
2 1 7 0.0167758464813 0.295488834381 Y
2 1 7 0.0226631164551 0.314650058746 Y
2 1 7 0.0185911655426 0.255609035492 Y
2 2 7 0.0260071754456 0.346956968307 Y
2 2 7 0.0185279846191 0.26629281044 Y
2 2 7 0.0181570053101 0.277291059494 Y
2 2 7 0.0208511352539 0.292146921158 Y
2 2 7 0.0173089504242 0.283839941025 Y
2 2 7 0.0192320346832 0.278719186783 Y
2 2 7 0.024160861969 0.583315849304 Y
2 3 7 0.0203201770782 0.258539915085 Y
2 3 7 0.0180430412292 0.247240066528 Y
2 3 7 0.0174942016602 0.261640071869 Y
2 3 7 0.0168900489807 0.286834955215 Y
2 3 7 0.0194449424744 0.278389930725 Y
2 3 7 0.0322659015656 0.44069314003 Y
2 3 7 0.0200688838959 0.450400829315 Y
2 4 7 0.0187139511108 0.402492046356 Y
2 4 7 0.0562229156494 0.452497959137 Y
2 4 7 0.020388841629 0.301688909531 Y
2 4 7 0.0170340538025 0.25467300415 Y
2 4 7 0.0174460411072 0.25550198555 Y
2 4 7 0.0177428722382 0.293215990067 Y
2 4 7 0.0165479183197 0.268880844116 Y
2 5 7 0.0166878700256 0.263571023941 Y
2 5 7 0.0170230865479 0.282571077347 Y
2 5 7 0.0352268218994 0.275854110718 Y
2 5 7 0.0169270038605 0.262056112289 Y
2 5 7 0.0174579620361 0.277740955353 Y
2 5 7 0.0178339481354 0.620814085007 Y
2 5 7 0.0178461074829 0.246845960617 Y
2 6 7 0.0183207988739 0.247817993164 Y
2 6 7 0.0179829597473 0.234200000763 Y
2 6 7 0.0174310207367 0.24116897583 Y
2 6 7 0.0448129177094 0.276117086411 Y
2 6 7 0.0264508724213 0.247084856033 Y
2 6 7 0.0173959732056 0.25121307373 Y
2 6 7 0.0173099040985 0.274782896042 Y
2 1 8 0.016655921936 0.256880998611 Y
2 1 8 0.0167579650879 0.252463817596 Y
2 1 8 0.0170600414276 0.274906873703 Y
2 1 8 0.0172650814056 0.265843868256 Y
2 1 8 0.0176649093628 0.280375003815 Y
2 1 8 0.038253068924 0.252315044403 Y
2 1 8 0.0201020240784 0.252825021744 Y
2 2 8 0.0173079967499 0.267870903015 Y
2 2 8 0.0170450210571 0.258291006088 Y
2 2 8 0.0173120498657 0.587780952454 Y
2 2 8 0.017942905426 0.260452032089 Y
2 2 8 0.0169341564178 0.252730131149 Y
2 2 8 0.0171921253204 0.250239133835 Y
2 2 8 0.0163791179657 0.270867109299 Y
2 3 8 0.0169661045074 0.263047933578 Y
2 3 8 0.0168991088867 0.259757995605 Y
2 3 8 0.0171010494232 0.245412826538 Y
2 3 8 0.017128944397 0.259182929993 Y
2 3 8 0.0334920883179 0.259431123734 Y
2 3 8 0.0164620876312 0.276462078094 Y
2 3 8 0.016979932785 0.256156921387 Y
2 4 8 0.0172979831696 0.25895690918 Y
2 4 8 0.0165641307831 0.26219201088 Y
2 4 8 0.0164978504181 0.262712001801 Y
2 4 8 0.0166780948639 0.328376054764 Y
2 4 8 0.017345905304 0.265295028687 Y
2 4 8 0.0177400112152 0.268661975861 Y
2 4 8 0.0431468486786 0.612817049026 Y
2 5 8 0.0226230621338 0.293442964554 Y
2 5 8 0.0171849727631 0.269215106964 Y
2 5 8 0.0428988933563 0.246961832047 Y
2 5 8 0.0184280872345 0.267320156097 Y
2 5 8 0.0182330608368 0.273228168488 Y
2 5 8 0.0183911323547 0.239685058594 Y
2 5 8 0.0168199539185 0.254528999329 Y
2 6 8 0.0170390605927 0.270289182663 Y
2 6 8 0.0269019603729 0.247602939606 Y
2 6 8 0.0177218914032 0.241626977921 Y
2 6 8 0.0167410373688 0.26823091507 Y
2 6 8 0.0166349411011 0.270034074783 Y
2 6 8 0.017716884613 0.257823944092 Y
2 6 8 0.0166389942169 0.275938034058 Y
2 1 9 0.017814874649 0.273340940475 Y
2 1 9 0.0175859928131 0.312410116196 Y
2 1 9 0.0167579650879 0.264642000198 Y
2 1 9 0.0171449184418 0.264147043228 Y
2 1 9 0.0177030563354 0.321401119232 Y
2 1 9 0.0182700157166 0.292861938477 Y
2 1 9 0.0167150497437 0.257093906403 Y
2 2 9 0.0165190696716 0.305111169815 Y
2 2 9 0.0176911354065 0.268845081329 Y
2 2 9 0.016979932785 0.287257909775 Y
2 2 9 0.0167028903961 0.250491857529 Y
2 2 9 0.0169780254364 0.263849973679 Y
2 2 9 0.0188949108124 0.248502969742 Y
2 2 9 0.0171940326691 0.662511825562 Y
2 3 9 0.0186569690704 0.249625921249 Y
2 3 9 0.0224959850311 0.245754957199 Y
2 3 9 0.0168190002441 0.254192829132 Y
2 3 9 0.018326997757 0.259523868561 Y
2 3 9 0.0172281265259 0.22974896431 Y
2 3 9 0.0167319774628 0.24782705307 Y
2 3 9 0.016979932785 0.242949962616 Y
2 4 9 0.0177049636841 0.252059936523 Y
2 4 9 0.0167338848114 0.26762509346 Y
2 4 9 0.017077922821 0.252557992935 Y
2 4 9 0.0169689655304 0.24765586853 Y
2 4 9 0.0182189941406 0.258765220642 Y
2 4 9 0.0169520378113 0.261297941208 Y
2 4 9 0.0169730186462 0.262700080872 Y
2 5 9 0.0192139148712 0.247632026672 Y
2 5 9 0.0167350769043 0.262497186661 Y
2 5 9 0.0173161029816 0.268642902374 Y
2 5 9 0.0171089172363 0.273317098618 Y
2 5 9 0.0170311927795 0.266320943832 Y
2 5 9 0.0174539089203 0.256420135498 Y
2 5 9 0.0172340869904 0.262682199478 Y
2 6 9 0.0164258480072 0.253182888031 Y
2 6 9 0.0164480209351 0.269942045212 Y
2 6 9 0.0167260169983 0.252883911133 Y
2 6 9 0.0164771080017 0.275280952454 Y
2 6 9 0.0200650691986 0.428575992584 Y
2 6 9 0.0185971260071 1.02735090256 Y
2 6 9 0.0265510082245 0.428848028183 Y
2 1 10 0.0187327861786 0.380784988403 Y
2 1 10 0.019119977951 0.281967878342 Y
2 1 10 0.0474038124084 0.242798089981 Y
2 1 10 0.0165028572083 0.232979059219 Y
2 1 10 0.0174078941345 0.253920078278 Y
2 1 10 0.0168271064758 0.245150089264 Y
2 1 10 0.0171699523926 0.247715950012 Y
2 2 10 0.0170719623566 0.256479978561 Y
2 2 10 0.0167291164398 0.254434108734 Y
2 2 10 0.0169439315796 0.263760089874 Y
2 2 10 0.0167870521545 0.245033979416 Y
2 2 10 0.0168550014496 0.256206035614 Y
2 2 10 0.0164520740509 0.264353990555 Y
2 2 10 0.0166041851044 0.265894889832 Y
2 3 10 0.0168108940125 0.24787402153 Y
2 3 10 0.0166571140289 0.245439052582 Y
2 3 10 0.0180020332336 0.284916877747 Y
2 3 10 0.0166530609131 0.248996973038 Y
2 3 10 0.017725944519 0.279652833939 Y
2 3 10 0.0167841911316 0.252629041672 Y
2 3 10 0.0165369510651 0.259749174118 Y
2 4 10 0.0169529914856 0.2677090168 Y
2 4 10 0.0178370475769 0.263215065002 Y
2 4 10 0.0168440341949 0.317744016647 Y
2 4 10 0.0171480178833 0.282165050507 Y
2 4 10 0.0166029930115 0.268033027649 Y
2 4 10 0.0165510177612 0.30148601532 Y
2 4 10 0.0170469284058 0.28329205513 Y
2 5 10 0.0168948173523 0.288264989853 Y
2 5 10 0.0169360637665 0.26779794693 Y
2 5 10 0.0171020030975 0.285108089447 Y
2 5 10 0.016902923584 0.72012090683 Y
2 5 10 0.0169990062714 0.231038093567 Y
2 5 10 0.0163180828094 0.241040945053 Y
2 5 10 0.016508102417 0.237607955933 Y
2 6 10 0.0162370204926 0.252684116364 Y
2 6 10 0.0172860622406 0.252802848816 Y
2 6 10 0.0165438652039 0.246469974518 Y
2 6 10 0.016499042511 0.241136074066 Y
2 6 10 0.0206339359283 0.228669166565 Y
2 6 10 0.0177338123322 0.25540304184 Y
2 6 10 0.0207488536835 0.247231006622 Y
2 1 11 0.0213718414307 0.236307859421 Y
2 1 11 0.018905878067 0.249722003937 Y
2 1 11 0.018059015274 0.232542991638 Y
2 1 11 0.0170769691467 0.243063211441 Y
2 1 11 0.0169429779053 0.252400875092 Y
2 1 11 0.0177989006042 0.244457006454 Y
2 1 11 0.0172510147095 0.249090194702 Y
2 2 11 0.0418469905853 0.2339220047 Y
2 2 11 0.016441822052 0.334048986435 Y
2 2 11 0.0180809497833 0.254604816437 Y
2 2 11 0.022518157959 0.247692108154 Y
2 2 11 0.0170969963074 0.287453174591 Y
2 2 11 0.01797914505 0.256844997406 Y
2 2 11 0.0171301364899 0.258873939514 Y
2 3 11 0.0172379016876 0.256196022034 Y
2 3 11 0.0177850723267 0.2677090168 Y
2 3 11 0.017578125 0.265566110611 Y
2 3 11 0.0262160301208 0.263520956039 Y
2 3 11 0.0172519683838 0.27575802803 Y
2 3 11 0.0180101394653 0.274592161179 Y
2 3 11 0.0225658416748 0.273113965988 Y
2 4 11 0.0426671504974 0.260272979736 Y
2 4 11 0.0186829566956 0.276700973511 Y
2 4 11 0.0178470611572 0.76015996933 Y
2 4 11 0.0184199810028 0.251405000687 Y
2 4 11 0.0230669975281 0.248247861862 Y
2 4 11 0.0167450904846 0.283844947815 Y
2 4 11 0.0187110900879 0.30007314682 Y
2 5 11 0.0297420024872 0.247529983521 Y
2 5 11 0.0165450572968 0.238085985184 Y
2 5 11 0.0169920921326 0.249395132065 Y
2 5 11 0.0178110599518 0.241233110428 Y
2 5 11 0.0161731243134 0.285015106201 Y
2 5 11 0.0180840492249 0.264357089996 Y
2 5 11 0.0174589157104 0.227813959122 Y
2 6 11 0.0168418884277 0.252065896988 Y
2 6 11 0.018424987793 0.26390004158 Y
2 6 11 0.0173630714417 0.277219057083 Y
2 6 11 0.0175020694733 0.254307985306 Y
2 6 11 0.0163309574127 0.231518030167 Y
2 6 11 0.0162999629974 0.246366024017 Y
2 6 11 0.0163490772247 0.295691013336 Y
2 1 12 0.0178170204163 0.251183986664 Y
2 1 12 0.0167469978333 0.264039993286 Y
2 1 12 0.0164000988007 0.329540014267 Y
2 1 12 0.0182659626007 0.249413967133 Y
2 1 12 0.0173599720001 0.267235994339 Y
2 1 12 0.0172162055969 0.26936507225 Y
2 1 12 0.0172290802002 0.256394147873 Y
2 2 12 0.0178160667419 0.275301933289 Y
2 2 12 0.0216510295868 0.259109973907 Y
2 2 12 0.0182430744171 0.238141059875 Y
2 2 12 0.0170609951019 0.257569074631 Y
2 2 12 0.0180139541626 0.254926919937 Y
2 2 12 0.0189568996429 0.761960029602 Y
2 2 12 0.0166831016541 0.248825073242 Y
2 3 12 0.0167720317841 0.246290922165 Y
2 3 12 0.0173981189728 0.269546031952 Y
2 3 12 0.0231430530548 0.260617017746 Y
2 3 12 0.0186131000519 0.270402193069 Y
2 3 12 0.0356760025024 0.421123981476 Y
2 3 12 0.0269360542297 0.372008085251 Y
2 3 12 0.0188641548157 0.422296047211 Y
2 4 12 0.0289409160614 0.380186080933 Y
2 4 12 0.0184409618378 0.422874927521 Y
2 4 12 0.0204730033875 0.389240980148 Y
2 4 12 0.0180141925812 0.273016929626 Y
2 4 12 0.0167009830475 0.260693073273 Y
2 4 12 0.0168769359589 0.264984130859 Y
2 4 12 0.016979932785 0.250940799713 Y
2 5 12 0.0169620513916 0.257643938065 Y
2 5 12 0.0167429447174 0.268810033798 Y
2 5 12 0.0169780254364 0.257513046265 Y
2 5 12 0.0178999900818 0.282912969589 Y
2 5 12 0.0166230201721 0.262977838516 Y
2 5 12 0.0171990394592 0.276832818985 Y
2 5 12 0.0168721675873 0.279487133026 Y
2 6 12 0.0168190002441 0.245202064514 Y
2 6 12 0.0164651870728 0.269773006439 Y
2 6 12 0.0165350437164 0.265173196793 Y
2 6 12 0.0432748794556 0.264601945877 Y
2 6 12 0.0178289413452 0.258239984512 Y
2 6 12 0.0172338485718 0.798890113831 Y
2 6 12 0.0166928768158 0.25089597702 Y
2 1 13 0.0165939331055 0.256642103195 Y
2 1 13 0.0171720981598 0.280654907227 Y
2 1 13 0.0166079998016 0.255936861038 Y
2 1 13 0.016716003418 0.235464096069 Y
2 1 13 0.0166549682617 0.242222070694 Y
2 1 13 0.018972158432 0.250831127167 Y
2 1 13 0.0165569782257 0.261760950089 Y
2 2 13 0.0164639949799 0.236396074295 Y
2 2 13 0.0165510177612 0.255048036575 Y
2 2 13 0.0173151493073 0.261281967163 Y
2 2 13 0.016636133194 0.268625020981 Y
2 2 13 0.0165908336639 0.264698982239 Y
2 2 13 0.0168790817261 0.264375209808 Y
2 2 13 0.0165779590607 0.266503095627 Y
2 3 13 0.0169901847839 0.260210037231 Y
2 3 13 0.0165460109711 0.252821922302 Y
2 3 13 0.0202231407166 0.253515958786 Y
2 3 13 0.0168271064758 0.250012159348 Y
2 3 13 0.0300359725952 0.245621919632 Y
2 3 13 0.0163140296936 0.265253067017 Y
2 3 13 0.0167188644409 0.255348920822 Y
2 4 13 0.0165688991547 0.255532979965 Y
2 4 13 0.0168969631195 0.269738912582 Y
2 4 13 0.0322971343994 0.275762081146 Y
2 4 13 0.0171179771423 0.262232065201 Y
2 4 13 0.0168979167938 0.298115968704 Y
2 4 13 0.0170710086823 0.272227048874 Y
2 4 13 0.037670135498 0.289765119553 Y
2 5 13 0.0180380344391 0.285092115402 Y
2 5 13 0.0167021751404 0.809890031815 Y
2 5 13 0.016902923584 0.244233131409 Y
2 5 13 0.0166900157928 0.240463018417 Y
2 5 13 0.0166428089142 0.259234905243 Y
2 5 13 0.0166959762573 0.25576210022 Y
2 5 13 0.0168888568878 0.266173839569 Y
2 6 13 0.0169970989227 0.245770931244 Y
2 6 13 0.0166828632355 0.234754800797 Y
2 6 13 0.0163640975952 0.23978304863 Y
2 6 13 0.0164890289307 0.254777193069 Y
2 6 13 0.0163660049438 0.23837184906 Y
2 6 13 0.0171408653259 0.23955988884 Y
2 6 13 0.0165860652924 0.277301073074 Y
2 1 14 0.0165369510651 0.27420592308 Y
2 1 14 0.0169849395752 0.255225896835 Y
2 1 14 0.0165591239929 0.257185935974 Y
2 1 14 0.0165328979492 0.269990921021 Y
2 1 14 0.0181360244751 0.247890949249 Y
2 1 14 0.0164339542389 0.254848003387 Y
2 1 14 0.0163421630859 0.255975961685 Y
2 2 14 0.0162930488586 0.275215864182 Y
2 2 14 0.0164361000061 0.266892910004 Y
2 2 14 0.0162401199341 0.256509065628 Y
2 2 14 0.0163960456848 0.255330085754 Y
2 2 14 0.0167560577393 0.265401124954 Y
2 2 14 0.0166668891907 0.253625869751 Y
2 2 14 0.0176360607147 0.260247945786 Y
2 3 14 0.0174469947815 0.277040958405 Y
2 3 14 0.0170891284943 0.339831113815 Y
2 3 14 0.016891002655 0.255680084229 Y
2 3 14 0.0165088176727 0.269212961197 Y
2 3 14 0.0164909362793 0.2568359375 Y
2 3 14 0.0164721012115 0.25461602211 Y
2 3 14 0.0164198875427 0.281482934952 Y
2 4 14 0.0166349411011 0.244101047516 Y
2 4 14 0.0167260169983 0.253271818161 Y
2 4 14 0.0168588161469 0.270275115967 Y
2 4 14 0.0164430141449 0.855057954788 Y
2 4 14 0.0168569087982 0.25409579277 Y
2 4 14 0.0167689323425 0.253041028976 Y
2 4 14 0.0175778865814 0.254269123077 Y
2 5 14 0.0173211097717 0.246500968933 Y
2 5 14 0.0171120166779 0.238181114197 Y
2 5 14 0.0168380737305 0.260047912598 Y
2 5 14 0.0169959068298 0.252327203751 Y
2 5 14 0.0164511203766 0.250801086426 Y
2 5 14 0.0162727832794 0.264056921005 Y
