size type  blanks  precomp  comp_time status
3 4 2 0.10374879837 0.0187120437622 Y
3 4 2 0.0976829528809 0.0190229415894 Y
3 5 2 0.0966110229492 0.0166239738464 Y
3 5 2 0.105849981308 0.0172340869904 Y
3 5 2 0.105057954788 0.016389131546 Y
3 5 2 0.0979859828949 0.0177810192108 Y
3 5 2 0.107316970825 0.0175168514252 Y
3 5 2 0.103693008423 0.0176169872284 Y
3 5 2 0.12212395668 0.0243837833405 Y
3 6 2 0.10011100769 0.015310049057 Y
3 6 2 0.105108976364 0.0169880390167 Y
3 6 2 0.0947780609131 0.0189077854156 Y
3 6 2 0.0940809249878 0.0163249969482 Y
3 6 2 0.0990889072418 0.0182530879974 Y
3 6 2 0.0980069637299 0.0179810523987 Y
3 6 2 0.097118139267 0.0156729221344 Y
3 1 3 0.122054815292 0.0352790355682 Y
3 1 3 0.0977809429169 0.0571119785309 Y
3 1 3 0.109332084656 0.0445971488953 Y
3 1 3 0.095043182373 0.0761389732361 Y
3 1 3 0.0962429046631 0.0616309642792 Y
3 1 3 0.0941250324249 0.14798617363 Y
3 1 3 0.0997128486633 0.374810934067 Y
3 2 3 0.109898805618 0.0414700508118 Y
3 2 3 0.0949637889862 0.0370428562164 Y
3 2 3 0.0945820808411 0.0865740776062 Y
3 2 3 0.0962979793549 0.0775759220123 Y
3 2 3 0.0955491065979 0.283774137497 Y
3 2 3 0.105818033218 0.787412881851 Y
3 2 3 0.115053892136 1.16832208633 Y
3 3 3 0.113327980042 0.0336258411407 Y
3 3 3 0.09375 0.0272090435028 Y
3 3 3 0.112398147583 0.0645110607147 Y
3 3 3 0.0941209793091 0.0813300609589 Y
3 3 3 0.0963079929352 0.138965129852 Y
3 3 3 0.123376846313 1.20339584351 Y
3 3 3 0.114466190338 0.156480073929 Y
3 4 3 0.0993499755859 0.0271170139313 Y
3 4 3 0.0941240787506 0.022812128067 Y
3 4 3 0.0970799922943 0.0249850749969 Y
3 4 3 0.0941910743713 0.0243530273438 Y
3 4 3 0.0935409069061 0.0470788478851 Y
3 4 3 0.0924110412598 0.0802030563354 Y
3 4 3 0.0935459136963 0.186609983444 Y
3 5 3 0.100248098373 0.0285851955414 Y
3 5 3 0.0948810577393 0.0420529842377 Y
3 5 3 0.094272851944 0.0552198886871 Y
3 5 3 0.09534907341 0.0464699268341 Y
3 5 3 0.098687171936 0.0483641624451 Y
3 5 3 0.0952849388123 0.0481090545654 Y
3 5 3 0.0993421077728 0.0504519939423 Y
3 6 3 0.0954978466034 0.028548002243 Y
3 6 3 0.0941591262817 0.0461809635162 Y
3 6 3 0.0944061279297 0.0502150058746 Y
3 6 3 0.0945029258728 0.0450038909912 Y
3 6 3 0.0940709114075 0.044646024704 Y
3 6 3 0.092924118042 0.0710771083832 Y
3 6 3 0.095920085907 0.100278139114 Y
3 1 4 0.121457099915 0.538325071335 Y
3 1 4 0.111351966858 0.396265983582 Y
3 1 4 0.101936817169 1.10787796974 Y
3 1 4 0.112957954407 0.943465948105 Y
3 1 4 0.115192890167 15.573086977 Y
3 1 4 0.162572145462 13.5015029907 Y
3 1 4 0.118875980377 108.466701984 Y
3 2 4 0.110131025314 144.511152029 Y
3 2 4 0.138715982437 141.935340881 Y
3 2 4 0.115933895111 133.866993904 Y
3 2 4 0.118825912476 128.85470891 Y
3 2 4 0.116060972214 136.138546944 Y
3 2 4 0.11877989769 142.867038965 Y
3 2 4 0.135954856873 18.6107299328 N
3 3 4 0.108453989029 0.157750844955 Y
3 3 4 0.0964560508728 0.536231040955 Y
3 3 4 0.105684995651 0.360574007034 Y
3 3 4 0.101634025574 0.395098924637 Y
3 3 4 0.0955808162689 0.335613965988 Y
3 3 4 0.095860004425 11.860035181 Y
3 3 4 0.135401964188 74.0517070293 Y
3 4 4 0.119632005692 1.73213100433 Y
3 4 4 0.130117177963 1.51119494438 Y
3 4 4 0.115360975266 1.47247505188 Y
3 4 4 0.116390943527 3.67891788483 Y
3 4 4 0.121505975723 9.93572020531 Y
3 4 4 0.12672996521 175.689051151 Y
3 4 4 0.113385915756 174.121191025 Y
3 5 4 0.12297296524 0.0707139968872 Y
3 5 4 0.105119943619 0.0490250587463 Y
3 5 4 0.0958139896393 0.104434967041 Y
3 5 4 0.10053896904 0.0948190689087 Y
3 5 4 0.0969738960266 0.862150907516 Y
3 5 4 0.11194396019 2.84622597694 Y
3 5 4 0.129323959351 12.4138169289 Y
3 6 4 0.120613098145 0.844277143478 Y
3 6 4 0.120242834091 4.29875397682 Y
3 6 4 0.119579076767 7.22575092316 Y
3 6 4 0.129117965698 12.2767369747 N
3 6 4 0.118770837784 22.2024400234 N
3 6 4 0.12740111351 75.5628521442 N
3 6 4 0.12606716156 243.932007074 N
3 1 5 0.120335102081 19.0890340805 N
3 1 5 0.131061077118 74.8296530247 N
3 1 5 0.118407011032 50.5233509541 N
3 1 5 0.121969938278 49.8974628448 N
