size  blanks  precomp  comp_time  postcomp
6 3 37.9958660603 2.81101298332 0.00081205368042
6 3 38.0841870308 2.74497485161 0.000761032104492
6 3 37.5863599777 2.77537107468 0.00074315071106
6 3 37.3786239624 2.79719090462 0.000690937042236
6 3 37.1386170387 2.76217293739 0.000754833221436
6 3 37.693926096 2.78485608101 0.000755071640015
6 3 37.3169298172 2.79847502708 0.000756978988647
6 3 37.8090510368 2.77692198753 0.000730991363525
6 3 38.0322461128 2.78248095512 0.000756025314331
6 3 37.4676270485 2.76120305061 0.000733137130737
6 3 37.2087738514 2.76110506058 0.00906801223755
6 3 37.1615951061 2.74939203262 0.000768184661865
6 3 37.7841219902 2.76374793053 0.000794172286987
6 3 37.1122648716 2.73753094673 0.000752925872803
6 3 37.9454419613 2.75992703438 0.000797986984253
6 3 38.2470309734 2.76860880852 0.00073504447937
6 3 37.2642261982 2.79471993446 0.000805139541626
6 3 37.2897701263 2.77185297012 0.00075888633728
6 3 37.1032500267 2.78924202919 0.00075101852417
6 3 37.9801278114 2.76219201088 0.000781059265137
6 3 37.1479530334 2.76344704628 0.000736951828003
6 3 37.9775028229 2.82612395287 0.000768899917603
6 3 38.4816379547 2.77968287468 0.000770807266235
6 3 37.658700943 2.79243993759 0.000760078430176
6 3 37.7101700306 2.75566983223 0.000732898712158
6 3 37.5146968365 2.72755599022 0.000748157501221
6 3 37.8672170639 2.76205706596 0.000703811645508
6 3 37.0414760113 2.72701501846 0.00073504447937
6 4 37.7395119667 2.76514387131 0.000702142715454
6 4 38.2213990688 2.74210214615 0.000766038894653
6 4 37.1115391254 2.73097801208 0.0094211101532
6 4 37.0568878651 2.74706983566 0.000734090805054
6 4 37.1807951927 2.76079702377 0.00463914871216
6 4 38.017275095 2.77877497673 0.000746011734009
6 4 37.2234749794 2.78048014641 0.00853800773621
6 4 37.9173579216 2.80296182632 0.000784873962402
6 4 38.1037089825 2.72194695473 0.000732183456421
6 4 37.2646307945 2.73356294632 0.000755071640015
6 4 37.4090650082 2.75848984718 0.000734806060791
6 4 37.3848090172 2.78545689583 0.000747203826904
6 4 37.7670760155 2.7594370842 0.000724077224731
6 4 37.3437440395 2.77521014214 0.000772953033447
6 4 37.921156168 2.76804113388 0.000735998153687
6 4 38.0506420135 2.75090813637 0.000771999359131
6 4 37.3210198879 2.75827288628 0.000725984573364
6 4 37.4510200024 2.71769189835 0.000770092010498
6 4 37.2811179161 2.95177912712 0.000715970993042
6 4 37.9944620132 2.79587101936 0.000777959823608
6 4 37.3748910427 2.76082110405 0.00332713127136
6 4 37.6286640167 2.76182103157 0.000779151916504
6 4 38.0306611061 2.77362704277 0.000744104385376
6 4 37.3725261688 2.77845907211 0.000875949859619
6 4 37.3722238541 2.76141095161 0.000720977783203
6 4 37.1023349762 2.72375416756 0.000759840011597
6 4 37.6400110722 2.77378606796 0.000712871551514
6 4 37.1626219749 2.80195188522 0.000792980194092
6 4 37.7507648468 2.78598999977 0.000764131546021
6 4 38.0377209187 2.78133296967 0.000767946243286
6 5 37.5020890236 2.74487805367 0.000751972198486
6 5 37.3374810219 2.77438497543 0.000770807266235
6 5 37.3769340515 2.79327511787 0.000777006149292
6 5 38.2598359585 2.7767829895 0.00931096076965
6 5 36.9833219051 2.77593183517 0.00536608695984
6 5 37.9960870743 2.78236103058 0.00134801864624
6 5 38.0905311108 2.77325201035 0.000871896743774
6 5 37.151758194 2.72394609451 0.000807046890259
6 5 37.1270840168 2.74722385406 0.00081992149353
6 5 37.618653059 2.78735804558 0.00084400177002
6 5 37.7522962093 2.74112200737 0.000818014144897
6 5 37.3285720348 2.82836008072 0.00859117507935
6 5 38.1872491837 2.77340698242 0.000825166702271
6 5 38.1907711029 2.75514698029 0.000814914703369
6 5 37.3988959789 2.82615709305 0.00086498260498
6 5 37.4742259979 2.77628397942 0.000818014144897
6 5 37.1574690342 2.79271006584 0.00530195236206
6 5 37.7707839012 2.72438597679 0.00638103485107
6 5 37.2164850235 2.81468701363 0.00079607963562
6 5 37.9835581779 2.78809595108 0.00080394744873
6 5 38.0613250732 2.74618983269 0.000792026519775
6 5 37.0900199413 2.74556803703 0.000833034515381
6 5 37.1415970325 2.75488495827 0.000792980194092
6 5 37.144796133 2.77377104759 0.000797986984253
6 5 37.9906029701 2.79650306702 0.000809907913208
6 5 37.2100098133 2.7564470768 0.00081992149353
6 5 37.82468009 2.72794318199 0.000818967819214
6 5 38.1210429668 2.78644013405 0.000823020935059
6 5 37.3849611282 2.749366045 0.000797986984253
6 5 37.6138999462 2.78145289421 0.00272107124329
6 6 37.1737928391 2.7773809433 0.000864028930664
6 6 37.6510770321 2.74665689468 0.000802993774414
6 6 37.1141281128 2.74784016609 0.000828981399536
6 6 38.1579129696 2.7611079216 0.000824928283691
6 6 38.1064970493 2.79721498489 0.000800132751465
6 6 37.2929189205 2.81076908112 0.000810861587524
6 6 37.7988288403 2.8233089447 0.000808000564575
6 6 37.4473969936 2.76127099991 0.000820875167847
6 6 37.5968689919 2.74253201485 0.000807046890259
6 6 38.6841518879 2.88873004913 0.000798940658569
6 6 38.0440621376 2.80318903923 0.00107407569885
6 6 38.0512049198 2.80272603035 0.000854015350342
6 6 37.886977911 2.84583878517 0.000777006149292
6 6 37.5453681946 2.84258103371 0.000828981399536
6 6 37.3969731331 2.77236104012 0.000867128372192
6 6 38.147382021 2.81134796143 0.000823020935059
6 6 37.3671798706 2.76803803444 0.00113606452942
6 6 37.9982919693 2.76999998093 0.000834941864014
6 6 38.1841001511 2.76967716217 0.000798940658569
6 6 37.7233970165 2.76941299438 0.00267696380615
6 6 37.4437968731 2.81561398506 0.000799179077148
6 6 37.6612899303 2.80311799049 0.000814914703369
6 6 38.2958161831 2.80990195274 0.00922799110413
6 6 37.4772210121 2.83164691925 0.0075249671936
6 6 38.2804911137 2.78197598457 0.000777006149292
6 6 38.1604979038 2.82783603668 0.000824928283691
6 6 37.8252160549 2.80164694786 0.00080418586731
6 6 37.7645049095 2.81078505516 0.000826120376587
6 6 37.5572538376 2.83872699738 0.000811100006104
6 6 37.9983401299 2.81512212753 0.00801301002502
6 7 37.5171339512 2.84064698219 0.000843048095703
6 7 38.2313280106 2.78978013992 0.000760078430176
6 7 38.6581878662 2.84489297867 0.000770807266235
6 7 37.8312690258 2.80628108978 0.00076699256897
6 7 37.3644039631 2.82372498512 0.000797986984253
6 7 37.3219060898 2.80215001106 0.000771045684814
6 7 38.1726610661 2.82103395462 0.000782012939453
6 7 37.4902799129 2.82129979134 0.000797986984253
6 7 37.9731209278 2.77277493477 0.000775098800659
6 7 38.49091506 2.86929416656 0.000860929489136
6 7 38.9682660103 2.74216604233 0.000766038894653
6 7 37.1408808231 2.7473320961 0.000818014144897
6 7 36.8539061546 2.77450299263 0.000787973403931
6 7 37.7363669872 2.768419981 0.000794172286987
6 7 37.5458858013 2.777561903 0.000804901123047
6 7 38.0612831116 2.78874707222 0.000759124755859
6 7 37.948900938 2.81282901764 0.00315093994141
6 7 37.3609650135 2.80035805702 0.000742197036743
6 7 37.3765251637 2.73869299889 0.00076699256897
6 7 37.2898008823 2.75021386147 0.000751972198486
6 7 37.925896883 2.76928901672 0.000767946243286
6 7 37.291795969 2.79062390327 0.000776052474976
6 7 37.9157068729 2.77343893051 0.000765085220337
6 7 37.8376729488 2.74393796921 0.000715970993042
6 7 37.0425169468 2.75716400146 0.000786066055298
6 7 37.0737719536 2.82118797302 0.000760078430176
6 7 37.4474539757 2.7646510601 0.000777006149292
6 7 38.0235638618 2.75720691681 0.000765085220337
6 7 37.471807003 2.81407594681 0.000808000564575
6 7 38.0065171719 2.81040501595 0.000759840011597
6 8 38.3618710041 2.79090809822 0.000818014144897
6 8 37.1104729176 2.82719683647 0.00076699256897
6 8 37.4050760269 2.79658603668 0.000778198242188
6 8 37.5030150414 2.80690383911 0.00117802619934
6 8 37.8622639179 2.8110640049 0.000855922698975
6 8 37.1117601395 2.8142490387 0.00079607963562
6 8 37.7394120693 2.79545211792 0.000813007354736
6 8 38.0958840847 2.82722496986 0.000863075256348
6 8 37.3874850273 2.79179620743 0.000854969024658
6 8 37.4089179039 2.76575398445 0.000797033309937
6 8 37.2618148327 2.84712409973 0.00082802772522
6 8 37.929238081 2.79798293114 0.000840902328491
6 8 37.3908200264 2.80049490929 0.000823020935059
6 8 37.9576480389 2.78144216537 0.000814914703369
6 8 38.1392807961 2.80107402802 0.000839948654175
6 8 37.8049919605 2.79179811478 0.000860929489136
6 8 37.1637268066 2.76955389977 0.000786781311035
6 8 37.2623009682 2.87944412231 0.000786066055298
6 8 37.9956309795 2.8582098484 0.00129580497742
6 8 37.2039351463 2.8051469326 0.000795841217041
6 8 37.8186810017 2.80372691154 0.000833034515381
6 8 38.2576150894 2.81793308258 0.000816106796265
6 8 37.5847690105 2.82881093025 0.00081992149353
6 8 37.2352120876 2.77174901962 0.00084400177002
6 8 36.8476531506 2.77257609367 0.000838041305542
6 8 38.110765934 2.80321717262 0.00080394744873
6 8 37.2806100845 2.79713511467 0.000815153121948
6 8 38.0298278332 2.80896687508 0.00919890403748
6 8 37.9828839302 2.74186611176 0.000827074050903
6 8 37.3241341114 2.76463198662 0.000793933868408
6 9 37.0979869366 2.77189493179 0.00087308883667
6 9 37.2931489944 2.77869200706 0.00080394744873
6 9 37.6871781349 2.77505111694 0.000824928283691
6 9 37.0570459366 2.85801315308 0.000777959823608
6 9 37.8672158718 2.80496501923 0.000797986984253
6 9 38.107940197 2.81663107872 0.000823974609375
6 9 37.6653819084 2.83467912674 0.000809907913208
6 9 37.3150429726 2.79113221169 0.000808954238892
6 9 37.168348074 2.78656101227 0.000816822052002
6 9 37.439661026 2.75433588028 0.000773906707764
6 9 37.0581650734 2.76923894882 0.00080418586731
6 9 37.7977509499 2.7643558979 0.000827074050903
6 9 38.0486512184 2.78592610359 0.00310897827148
6 9 37.523015976 2.82418107986 0.000778913497925
6 9 37.1893088818 2.77970790863 0.000805854797363
6 9 37.4244568348 2.82593202591 0.000792026519775
6 9 38.0934331417 2.81272006035 0.000823974609375
6 9 37.31448102 2.83077096939 0.000763893127441
6 9 38.1240799427 2.83611392975 0.000799894332886
6 9 38.299726963 2.80069804192 0.000895023345947
6 9 37.5669169426 2.81020402908 0.000822067260742
6 9 37.3572871685 2.80181908607 0.000776052474976
6 9 37.4790890217 2.82756686211 0.000823020935059
6 9 38.168669939 2.79040193558 0.000735998153687
6 9 37.2921478748 2.82131195068 0.000831127166748
6 9 38.4124610424 2.88996219635 0.000830888748169
6 9 38.6667211056 2.83168411255 0.000806093215942
6 9 37.8547508717 2.85126495361 0.000737905502319
6 9 37.7551259995 2.84176015854 0.000914096832275
6 9 37.6499910355 2.83100605011 0.00079607963562
6 10 38.0320179462 2.785572052 0.000854015350342
6 10 37.395909071 2.7669699192 0.00081205368042
6 10 38.1091389656 2.83130216599 0.000788927078247
6 10 38.3367679119 2.77824497223 0.000780820846558
6 10 37.4526779652 2.80535006523 0.000832796096802
6 10 37.2467010021 2.82420182228 0.000799894332886
6 10 37.2900490761 2.77838516235 0.000798940658569
6 10 38.0765180588 2.77090287209 0.000762939453125
6 10 37.2958879471 2.81209182739 0.000799894332886
6 10 37.8970398903 2.80682086945 0.000789880752563
6 10 38.264236927 2.79290509224 0.00082802772522
6 10 37.5841639042 2.82933402061 0.000787019729614
6 10 37.4088039398 2.7878139019 0.000876188278198
6 10 37.3568570614 2.7691321373 0.000777006149292
6 10 38.7348539829 2.88162207603 0.000840187072754
6 10 43.6263649464 3.21277713776 0.000825881958008
6 10 41.1267769337 3.0047121048 0.000961065292358
6 10 42.4812140465 3.12172794342 0.000795841217041
6 10 40.9225020409 3.1053340435 0.000801086425781
6 10 40.9195048809 3.13399887085 0.000826835632324
6 10 40.4827568531 3.01659488678 0.000823020935059
6 10 41.2105739117 3.11999702454 0.000859022140503
6 10 40.8793900013 3.14675593376 0.000872850418091
6 10 41.0291080475 3.06429219246 0.000794887542725
6 10 39.0319969654 2.8192088604 0.000849962234497
6 10 38.0814349651 2.89409208298 0.000756025314331
6 10 38.125369072 2.92751216888 0.000874042510986
6 10 38.0390172005 2.86638188362 0.000786066055298
6 10 38.3051168919 2.84907579422 0.000818014144897
6 10 37.7778599262 2.88613700867 0.000767946243286
6 11 38.2087731361 2.84299993515 0.000783920288086
6 11 38.5949890614 2.87066411972 0.000736951828003
6 11 37.934579134 2.81478500366 0.000730991363525
6 11 37.7928848267 2.89015603065 0.000735998153687
6 11 37.5098910332 2.84821915627 0.000745058059692
6 11 38.418900013 2.81566405296 0.000875949859619
6 11 37.6080489159 2.8504140377 0.00085186958313
6 11 38.2524991035 2.84504294395 0.000808000564575
6 11 39.1584129333 2.89056301117 0.000811100006104
6 11 38.3962519169 2.89486098289 0.000720977783203
6 11 37.9394721985 2.85033297539 0.000790119171143
6 11 37.7411191463 2.86682605743 0.000757932662964
6 11 38.1159670353 2.83488798141 0.000768899917603
6 11 37.6362149715 2.87219405174 0.00508713722229
6 11 38.1264998913 2.8341729641 0.00073504447937
6 11 39.0432460308 2.99620199203 0.000720977783203
6 11 38.3564839363 2.89121294022 0.000776052474976
6 11 37.8620219231 2.86943006516 0.000710010528564
6 11 37.859705925 2.92170190811 0.000792026519775
6 11 38.3752222061 2.85060095787 0.000736236572266
6 11 37.7511460781 2.84517788887 0.000736951828003
6 11 38.4785699844 2.87609100342 0.000744104385376
6 11 38.9059050083 2.85310816765 0.000709056854248
6 11 37.8567810059 2.82628202438 0.000715017318726
6 11 37.9037430286 2.86111116409 0.000885009765625
6 11 37.6937379837 2.88136100769 0.000720977783203
6 11 38.333081007 2.77376389503 0.000754833221436
6 11 37.2915170193 2.81375694275 0.000701189041138
6 11 38.248718977 2.8555958271 0.000802993774414
6 11 38.1562278271 2.85993289948 0.000730991363525
6 12 37.4870350361 2.83401203156 0.000754117965698
6 12 37.3574640751 2.8141310215 0.000725984573364
6 12 37.2631349564 2.82036304474 0.000741004943848
6 12 37.9960319996 2.83564400673 0.000672817230225
6 12 37.4683189392 2.85191488266 0.000751972198486
6 12 37.7956089973 2.79026198387 0.000714063644409
6 12 37.9993488789 2.83454203606 0.000769138336182
6 12 38.0010819435 2.792937994 0.000698804855347
6 12 37.1209640503 2.92782306671 0.000869035720825
6 12 37.4533698559 2.81176590919 0.000699996948242
6 12 37.8622069359 2.79346394539 0.000753164291382
6 12 37.0542140007 2.83921289444 0.000731945037842
6 12 37.9911878109 2.80139899254 0.000725030899048
6 12 38.424585104 2.81673979759 0.000690937042236
6 12 37.8484098911 2.82563114166 0.000741004943848
6 12 37.5349960327 2.88688802719 0.000725984573364
6 12 37.5537188053 2.84867501259 0.00081205368042
6 12 38.0534620285 2.84605288506 0.000728130340576
6 12 37.124628067 2.79390716553 0.000677108764648
6 12 37.9008708 2.83789896965 0.000711917877197
6 12 37.7714078426 2.79590606689 0.00071907043457
6 12 37.4122958183 2.8149459362 0.000653982162476
6 12 37.4208130836 2.90054416656 0.00568890571594
6 12 37.4606289864 2.81856584549 0.000802040100098
6 12 38.1150670052 2.87442803383 0.000740051269531
6 12 37.589648962 2.80576300621 0.000753879547119
6 12 37.8501160145 2.85203194618 0.000783920288086
6 12 38.343998909 2.82535195351 0.000689029693604
6 12 37.2389829159 2.81740617752 0.000757932662964
6 12 37.4277710915 2.81515717506 0.00086498260498
6 13 37.2852640152 2.84091186523 0.000741004943848
6 13 38.0197238922 2.81751489639 0.000705003738403
6 13 37.3293139935 2.84640789032 0.00071382522583
6 13 37.8768877983 2.83984899521 0.00068998336792
6 13 37.8416500092 2.78865599632 0.000711917877197
6 13 37.5471699238 2.84310388565 0.00070595741272
6 13 37.6759910583 2.84847712517 0.000715970993042
6 13 37.351307869 2.78635787964 0.000728845596313
6 13 38.0777292252 2.97505307198 0.000708103179932
6 13 37.1280770302 2.83664703369 0.000723123550415
6 13 38.0300378799 2.83033084869 0.00073504447937
6 13 38.2349541187 2.80860900879 0.000684022903442
6 13 37.2893490791 2.79982614517 0.000746011734009
6 13 37.4582569599 2.89218115807 0.000698089599609
6 13 37.3711190224 2.87777996063 0.000755071640015
6 13 38.4475409985 2.83973789215 0.000710964202881
6 13 37.409637928 2.83866596222 0.000714063644409
6 13 37.8044118881 2.81917190552 0.000740051269531
6 13 38.1131179333 2.83375692368 0.000718832015991
6 13 37.6001811028 2.7857811451 0.000695943832397
6 13 37.3111240864 2.85678100586 0.000700950622559
6 13 37.2387309074 2.8670630455 0.00066614151001
6 13 38.1094069481 2.85121703148 0.000725030899048
6 13 37.3429100513 2.84925293922 0.00067400932312
6 13 38.0822179317 2.8135240078 0.000739097595215
6 13 38.0991241932 2.84595608711 0.000674962997437
6 13 37.4474041462 2.83459997177 0.000678062438965
6 13 37.2821941376 2.84178614616 0.000687122344971
6 13 37.2415060997 2.80308198929 0.000708103179932
6 13 37.9127979279 2.83708500862 0.00075101852417
6 14 37.3228750229 2.7939350605 0.000706195831299
6 14 37.635641098 2.81705021858 0.000693082809448
6 14 38.2642087936 2.82327008247 0.000733137130737
6 14 37.3170239925 2.82365202904 0.000741958618164
6 14 37.3058440685 2.81038188934 0.000790119171143
6 14 37.1438560486 2.8014190197 0.000746011734009
6 14 38.1201760769 2.8256020546 0.000794887542725
6 14 37.5750861168 2.85663104057 0.000788927078247
6 14 37.9563369751 2.80164289474 0.000737190246582
6 14 38.3144960403 2.79220890999 0.000773906707764
6 14 37.2182838917 2.80469894409 0.000807046890259
6 14 37.359098196 2.79826998711 0.000728845596313
6 14 37.1884040833 2.80523395538 0.000764846801758
6 14 37.9129810333 2.86254906654 0.000854969024658
6 14 37.287956953 2.88862991333 0.000736951828003
6 14 38.1023600101 2.84159183502 0.000722885131836
6 14 38.3055520058 2.84468078613 0.000747919082642
6 14 37.1816749573 2.85646915436 0.000730037689209
6 14 37.4630570412 2.80454993248 0.000745058059692
6 14 37.3269200325 2.86058402061 0.000782012939453
6 14 37.9907979965 2.80546498299 0.00915384292603
6 14 37.4631109238 2.86175608635 0.00072717666626
6 14 38.1076300144 2.8702249527 0.000754117965698
6 14 38.1517100334 2.84334182739 0.00071382522583
6 14 37.2456581593 2.86650204659 0.000724077224731
6 14 37.4518339634 2.84567809105 0.000760078430176
6 14 37.4082970619 2.81761097908 0.000732898712158
6 14 38.2373950481 2.88157296181 0.00111508369446
6 14 37.3204419613 2.79625606537 0.000738143920898
6 14 37.5630841255 2.7967441082 0.000703096389771
6 15 38.0636301041 2.86408114433 0.000692129135132
6 15 37.631278038 2.87152719498 0.000715017318726
6 15 37.7456099987 2.84986305237 0.000921010971069
6 15 37.4450221062 2.89550113678 0.00074291229248
6 15 37.9575600624 2.83587884903 0.00879907608032
6 15 37.2225000858 2.8539659977 0.000915050506592
6 15 37.9428861141 2.88286590576 0.000694036483765
6 15 38.3000299931 2.79882597923 0.000639915466309
6 15 37.6094300747 2.82252502441 0.000703811645508
6 15 37.4894380569 2.81085896492 0.00123190879822
6 15 37.2267789841 2.79152297974 0.000783920288086
6 15 37.7370080948 2.8572409153 0.000724077224731
6 15 37.2706978321 2.81807303429 0.000689029693604
6 15 38.0049850941 2.88992905617 0.000710010528564
6 15 38.6165161133 2.84035301208 0.000699996948242
6 15 37.4313201904 2.79064011574 0.000674962997437
6 15 37.2271709442 2.84367918968 0.000725984573364
6 15 37.2337369919 2.8421728611 0.000736951828003
6 15 37.9658801556 2.81578803062 0.000687122344971
6 15 37.3321380615 2.8588988781 0.000677824020386
6 15 37.9083452225 2.79701209068 0.000666856765747
6 15 38.460078001 2.87011003494 0.00103402137756
6 15 37.3972160816 2.84695601463 0.00927686691284
6 15 37.8493800163 2.86875009537 0.000684022903442
6 15 37.596380949 2.86927604675 0.000689029693604
6 15 38.2182710171 2.85375618935 0.000725030899048
6 15 37.0193798542 2.80520606041 0.000694990158081
6 15 38.0462589264 2.81781005859 0.000689029693604
6 15 38.0865490437 2.79083991051 0.000726938247681
6 15 37.6130199432 2.82008194923 0.00927805900574
6 16 37.6530370712 2.86678695679 0.000690937042236
6 16 37.4161970615 2.83879995346 0.000674962997437
6 16 38.3218660355 2.87488794327 0.000670194625854
6 16 37.2471039295 2.85553503036 0.000696182250977
6 16 37.9894030094 2.86407995224 0.00065803527832
6 16 38.1897599697 2.88834810257 0.000654935836792
6 16 37.4458518028 2.84133601189 0.000684976577759
6 16 37.4827289581 2.84977293015 0.000698089599609
6 16 37.5748918056 2.86291503906 0.000713109970093
6 16 38.1269118786 2.83868789673 0.00069785118103
6 16 37.3652260303 2.83919382095 0.000685930252075
6 16 38.0882871151 2.85707592964 0.000698089599609
6 16 38.492333889 2.87324404716 0.000694990158081
6 16 37.4550290108 2.84490704536 0.000638008117676
6 16 37.5056431293 2.84689497948 0.000696897506714
6 16 37.0475349426 2.81982302666 0.000710010528564
6 16 37.942923069 2.8063378334 0.00068187713623
6 16 37.0482978821 2.86149191856 0.000696897506714
6 16 38.007694006 2.79905200005 0.000666856765747
6 16 38.3761978149 2.86241793633 0.000680923461914
6 16 37.6967999935 2.85078501701 0.00074315071106
6 16 37.3384139538 2.92315793037 0.000715970993042
6 16 37.4469399452 2.83126497269 0.000699996948242
6 16 37.8125319481 2.85104894638 0.000647068023682
6 16 37.3327870369 2.84776115417 0.000659942626953
6 16 37.910588026 2.85673093796 0.000686168670654
6 16 38.0112838745 2.84554600716 0.000694036483765
6 16 37.389509201 2.83208608627 0.000741004943848
6 16 37.3020861149 2.84031200409 0.000690937042236
6 16 37.4742629528 2.78556990623 0.000694036483765
6 17 38.0241041183 2.85856699944 0.000649929046631
6 17 37.3170371056 2.8056409359 0.000698089599609
6 17 38.001210928 2.84599113464 0.000692129135132
6 17 38.2191529274 2.86394095421 0.000699043273926
6 17 37.2674269676 2.79976415634 0.000694990158081
6 17 37.6219410896 2.87722206116 0.000680923461914
6 17 37.6383118629 2.86644291878 0.000679969787598
6 17 37.6759459972 2.86127305031 0.000694036483765
6 17 37.18364501 2.85411310196 0.000678062438965
6 17 38.1098871231 2.84471917152 0.000674962997437
6 17 38.0466411114 2.84990906715 0.000687122344971
6 17 37.4163098335 2.82614803314 0.000662088394165
6 17 37.5466499329 2.81642007828 0.00071907043457
6 17 37.2597150803 2.79124498367 0.000684976577759
6 17 38.1648390293 2.83330202103 0.000818014144897
6 17 37.1775000095 2.81686806679 0.000688076019287
6 17 37.6421780586 2.79640984535 0.000728845596313
6 17 38.4236960411 2.82042002678 0.000695943832397
6 17 37.4410030842 2.87159013748 0.000664949417114
6 17 37.2810840607 2.85302495956 0.000674962997437
6 17 37.2124071121 2.89255404472 0.000662088394165
6 17 37.7267100811 2.81350517273 0.000754117965698
6 17 37.5189189911 2.86829209328 0.000669002532959
6 17 38.2929110527 2.8666601181 0.00064492225647
6 17 38.462649107 2.80033421516 0.000674962997437
6 17 37.6301400661 2.82152318954 0.000648021697998
6 17 37.4571540356 2.86902189255 0.000710010528564
6 17 37.5573279858 2.85466384888 0.00101804733276
6 17 38.4795219898 2.89263510704 0.0240659713745
6 17 37.5776600838 2.86457109451 0.000705003738403
6 18 38.1600039005 2.84127616882 0.000684022903442
6 18 38.3224229813 2.86786794662 0.00068187713623
6 18 37.5540759563 2.85456299782 0.000645160675049
6 18 37.4972889423 2.84238195419 0.000675916671753
6 18 37.1878590584 2.88592815399 0.00072193145752
6 18 38.0426950455 2.87851285934 0.000691890716553
6 18 37.5671610832 2.88805603981 0.000702857971191
6 18 37.9571280479 2.81484007835 0.000679016113281
6 18 38.0438468456 2.85496997833 0.00069785118103
6 18 37.4487349987 2.81553983688 0.000689029693604
6 18 37.0776910782 2.84399008751 0.000672101974487
6 18 37.4261550903 2.84607791901 0.000686883926392
6 18 37.8190112114 2.83144187927 0.00068187713623
6 18 37.3027300835 2.83848309517 0.000677108764648
6 18 38.0452241898 2.84132409096 0.00068998336792
6 18 38.3726639748 2.84732985497 0.000699043273926
6 18 37.3594279289 2.79586696625 0.00068187713623
6 18 37.3839950562 2.88542914391 0.000679969787598
6 18 36.9963819981 2.8721370697 0.000699996948242
6 18 38.2415809631 2.81408905983 0.000666856765747
6 18 37.2853589058 2.9116768837 0.000763893127441
6 18 38.4752299786 2.86405205727 0.000781059265137
6 18 38.8781349659 2.88093900681 0.000710964202881
6 18 38.0797400475 2.89187598228 0.00961709022522
6 18 37.6551010609 2.88521289825 0.000692129135132
6 18 37.7052838802 2.86867690086 0.000854015350342
6 18 38.1417012215 2.83434414864 0.00074291229248
6 18 37.2335639 2.83971810341 0.000789165496826
6 18 37.9308421612 2.86123204231 0.000745058059692
