size type  blanks  precomp  comp_time  postcomp
4 1 48 1.58384490013 0.007169008255 0.0199329853058
4 1 48 1.5969889164 0.0078649520874 0.0119922161102
4 1 48 1.59823298454 0.00796008110046 0.0108230113983
4 1 48 1.60830402374 0.00750803947449 0.0116369724274
4 1 48 1.63169002533 0.00813007354736 0.0109779834747
4 1 48 1.59336805344 0.00890779495239 0.0122790336609
4 1 48 1.57790589333 0.00830292701721 0.0114638805389
4 2 48 1.58286976814 0.00870895385742 0.0272791385651
4 2 48 1.60409188271 0.00802493095398 0.0136919021606
4 2 48 1.56858301163 0.00820302963257 0.0128622055054
4 2 48 1.59272503853 0.0081889629364 0.010999917984
4 2 48 1.56983089447 0.0102188587189 0.0109198093414
4 2 48 1.56214809418 0.00778198242188 0.0109779834747
4 2 48 1.54754495621 0.00795388221741 0.0108580589294
4 3 48 1.57256698608 0.007493019104 0.0297741889954
4 3 48 1.75673794746 0.00799012184143 0.0165889263153
4 3 48 1.55421805382 0.0080680847168 0.0128240585327
4 3 48 1.62398505211 0.00804209709167 0.0109641551971
4 3 48 1.61310815811 0.0087890625 0.0108940601349
4 3 48 1.63731193542 0.00822186470032 0.0128889083862
4 3 48 1.56305480003 0.00801801681519 0.0110251903534
4 4 48 1.60467195511 0.00805306434631 0.0318329334259
4 4 48 1.59199905396 0.00805711746216 0.0121819972992
4 4 48 1.58034515381 0.00792503356934 0.0118548870087
4 4 48 1.59188199043 0.00806498527527 0.0112221240997
4 4 48 1.56373500824 0.00861287117004 0.012708902359
4 4 48 1.56322097778 0.00810813903809 0.0110061168671
4 4 48 1.56779885292 0.00836396217346 0.0112020969391
4 5 48 1.57175111771 0.00749588012695 0.0264110565186
4 5 48 1.55855202675 0.0114159584045 0.0165321826935
4 5 48 1.57241797447 0.00778794288635 0.0112099647522
4 5 48 1.55305600166 0.00882196426392 0.011057138443
4 5 48 1.59504580498 0.0103559494019 0.0110168457031
4 5 48 1.64193701744 0.00794792175293 0.0110330581665
4 5 48 1.7564060688 0.00853776931763 0.0109460353851
4 6 48 1.57056212425 0.00792789459229 0.0256171226501
4 6 48 1.58165287971 0.00869202613831 0.0139610767365
4 6 48 1.57045316696 0.00784301757812 0.0118429660797
4 6 48 1.56464481354 0.00783205032349 0.0110409259796
4 6 48 1.56397199631 0.00819897651672 0.0113608837128
4 6 48 1.57186698914 0.00818514823914 0.0108830928802
4 6 48 1.57226610184 0.00847792625427 0.0110719203949
