size type  blanks  precomp  comp_time  postcomp
3 1 1 0.0863687992096 0.00501608848572 0.000541925430298
3 1 1 0.079822063446 0.00547218322754 0.000573873519897
3 1 1 0.0776979923248 0.00506711006165 0.000539064407349
3 2 1 0.0785880088806 0.00537490844727 0.000545024871826
3 2 1 0.0798740386963 0.00508713722229 0.000600099563599
3 2 1 0.0787239074707 0.00565505027771 0.000577926635742
3 3 1 0.0781579017639 0.00566792488098 0.000687837600708
3 3 1 0.0842230319977 0.00688600540161 0.000627040863037
3 3 1 0.080216884613 0.00522494316101 0.000607013702393
3 4 1 0.0789649486542 0.00557398796082 0.000596046447754
3 4 1 0.076896905899 0.00544881820679 0.00127100944519
3 4 1 0.078850030899 0.00523591041565 0.00056004524231
3 5 1 0.085972070694 0.00602006912231 0.000648021697998
3 5 1 0.0809910297394 0.00527310371399 0.000600099563599
3 5 1 0.0837800502777 0.00559878349304 0.00059700012207
3 6 1 0.0779340267181 0.00533509254456 0.00061297416687
3 6 1 0.0786061286926 0.00618600845337 0.000612020492554
3 6 1 0.0775470733643 0.00541687011719 0.000571012496948
3 1 2 0.078243970871 0.00518202781677 0.00058388710022
3 1 2 0.0968019962311 0.00710105895996 0.000756025314331
3 1 2 0.0862460136414 0.00526714324951 0.000576019287109
3 2 2 0.0782759189606 0.00575017929077 0.000581026077271
3 2 2 0.0770471096039 0.00531792640686 0.000545024871826
3 2 2 0.0829119682312 0.00602698326111 0.000614166259766
3 3 2 0.0774869918823 0.00800704956055 0.00056791305542
3 3 2 0.0998330116272 0.00564503669739 0.000576972961426
3 3 2 0.127426147461 0.00869703292847 0.000887870788574
3 4 2 0.111435890198 0.00841808319092 0.00112891197205
3 4 2 0.120328903198 0.00863194465637 0.000968933105469
3 4 2 0.114842176437 0.0134110450745 0.000997066497803
3 5 2 0.125155925751 0.00826787948608 0.000936985015869
3 5 2 0.115206003189 0.00874090194702 0.00103616714478
3 5 2 0.220318078995 0.00856494903564 0.000977993011475
3 6 2 0.115220069885 0.0100700855255 0.00103497505188
3 6 2 0.113069057465 0.00794911384583 0.000959157943726
3 6 2 0.119950771332 0.0099790096283 0.00115704536438
3 1 3 0.145724058151 0.00910210609436 0.0015709400177
3 1 3 0.0898931026459 0.00691485404968 0.000777006149292
3 1 3 0.106904983521 0.0058388710022 0.000586986541748
3 2 3 0.1023478508 0.00549912452698 0.000667095184326
3 2 3 0.07985496521 0.00608682632446 0.000617027282715
3 2 3 0.0773298740387 0.00540089607239 0.000787973403931
3 3 3 0.0776388645172 0.00656485557556 0.000679969787598
3 3 3 0.0766930580139 0.00618600845337 0.000634908676147
3 3 3 0.0811820030212 0.00561308860779 0.000691175460815
3 4 3 0.0792870521545 0.00597810745239 0.000633955001831
3 4 3 0.0811049938202 0.00572681427002 0.000685930252075
3 4 3 0.0807108879089 0.00568389892578 0.00062108039856
3 5 3 0.0785360336304 0.00635409355164 0.000580072402954
3 5 3 0.115964889526 0.00843191146851 0.000917911529541
3 5 3 0.0896360874176 0.00537395477295 0.000593185424805
3 6 3 0.0823659896851 0.0058159828186 0.000601053237915
3 6 3 0.0808448791504 0.00527381896973 0.000584840774536
3 6 3 0.0803520679474 0.00581097602844 0.00061297416687
3 1 4 0.0807340145111 0.00562787055969 0.000542879104614
3 1 4 0.0802700519562 0.00543022155762 0.000601053237915
3 1 4 0.0854618549347 0.00584006309509 0.00059700012207
3 2 4 0.0785450935364 0.00565600395203 0.00063681602478
3 2 4 0.0767068862915 0.0061559677124 0.000840902328491
3 2 4 0.0819270610809 0.00571298599243 0.000697135925293
3 3 4 0.0913908481598 0.00591087341309 0.000704050064087
3 3 4 0.0859379768372 0.00632214546204 0.000806093215942
3 3 4 0.090311050415 0.00601291656494 0.000710964202881
3 4 4 0.0792419910431 0.00558400154114 0.000731945037842
3 4 4 0.0978939533234 0.00580906867981 0.000642776489258
3 4 4 0.0785732269287 0.00699591636658 0.000720977783203
3 5 4 0.0893239974976 0.00544309616089 0.000611066818237
3 5 4 0.0804138183594 0.00623798370361 0.000682830810547
3 5 4 0.0805239677429 0.00645709037781 0.00071907043457
3 6 4 0.0945100784302 0.0120239257812 0.000686883926392
3 6 4 0.0804297924042 0.00648713111877 0.000712871551514
3 6 4 0.0829560756683 0.00734996795654 0.000826835632324
3 1 5 0.0794169902802 0.00559091567993 0.000782012939453
3 1 5 0.0823040008545 0.00820589065552 0.000891923904419
3 1 5 0.0841989517212 0.00665497779846 0.000859975814819
3 2 5 0.0951011180878 0.00596809387207 0.000876188278198
3 2 5 0.161477088928 0.00605320930481 0.000754117965698
3 2 5 0.0804607868195 0.00538897514343 0.000751972198486
3 3 5 0.0822818279266 0.00611591339111 0.000745058059692
3 3 5 0.0841000080109 0.00559687614441 0.000797986984253
3 3 5 0.079756975174 0.0060670375824 0.000797986984253
3 4 5 0.0827069282532 0.00535702705383 0.000657081604004
3 4 5 0.0924849510193 0.00540900230408 0.000665903091431
3 4 5 0.0883629322052 0.00644207000732 0.000858783721924
3 5 5 0.09246301651 0.0059220790863 0.00081205368042
3 5 5 0.0853269100189 0.0056939125061 0.00087308883667
3 5 5 0.0794191360474 0.00575995445251 0.000922918319702
3 6 5 0.0799930095673 0.0057270526886 0.00102114677429
3 6 5 0.081768989563 0.00572896003723 0.00100302696228
3 6 5 0.0824408531189 0.00595498085022 0.00115704536438
3 1 6 0.0907869338989 0.00603318214417 0.00125503540039
3 1 6 0.0813601016998 0.00567102432251 0.00120282173157
3 1 6 0.082526922226 0.00592088699341 0.00178098678589
3 2 6 0.0864949226379 0.00705194473267 0.000938177108765
3 2 6 0.0810880661011 0.00588178634644 0.00109004974365
3 2 6 0.0797319412231 0.00621509552002 0.00114321708679
3 3 6 0.0818181037903 0.00602602958679 0.00120902061462
3 3 6 0.0887088775635 0.00583600997925 0.00130009651184
3 3 6 0.0783879756927 0.00644683837891 0.00131893157959
3 4 6 0.0787239074707 0.00546622276306 0.00088095664978
3 4 6 0.0792298316956 0.00621700286865 0.00097918510437
3 4 6 0.079136133194 0.00603914260864 0.00111699104309
3 5 6 0.0844140052795 0.00584197044373 0.000959157943726
3 5 6 0.0782158374786 0.00649094581604 0.00125193595886
