size  blanks  time  guess  backtrack
3  1  0.0125830173492  0  0
3  1  0.00884485244751  0  0
3  1  0.00899600982666  0  0
3  1  0.00976514816284  0  0
3  1  0.00879907608032  0  0
3  1  0.00889110565186  0  0
3  1  0.00886392593384  0  0
3  1  0.00843596458435  0  0
3  1  0.00759601593018  0  0
3  1  0.00960516929626  0  0
3  1  0.00770688056946  0  0
3  1  0.00842905044556  0  0
3  1  0.00740003585815  0  0
3  1  0.00737190246582  0  0
3  1  0.00807905197144  0  0
3  1  0.00895404815674  0  0
3  1  0.0112609863281  0  0
3  1  0.00888204574585  0  0
3  1  0.00890803337097  0  0
3  1  0.00979900360107  0  0
3  1  0.00947999954224  0  0
3  1  0.00794291496277  0  0
3  1  0.0101511478424  0  0
3  1  0.00749707221985  0  0
3  1  0.0144739151001  0  0
3  1  0.0124659538269  0  0
3  1  0.00949597358704  0  0
3  1  0.00978493690491  0  0
3  1  0.00749707221985  0  0
3  1  0.00785994529724  0  0
3  1  0.00881910324097  0  0
3  1  0.00945281982422  0  0
3  1  0.00886702537537  0  0
3  1  0.0106258392334  0  0
3  1  0.00962400436401  0  0
3  1  0.0082151889801  0  0
3  1  0.00983691215515  0  0
3  1  0.00885581970215  0  0
3  1  0.00881600379944  0  0
3  1  0.00986003875732  0  0
3  1  0.0107469558716  0  0
3  1  0.0107760429382  0  0
3  2  0.00889492034912  0  0
3  2  0.0101289749146  0  0
3  2  0.0102460384369  0  0
3  2  0.0101130008698  0  0
3  2  0.0135140419006  0  0
3  2  0.0103249549866  0  0
3  2  0.0157361030579  0  0
3  2  0.00878500938416  0  0
3  2  0.0119531154633  0  0
3  2  0.0112211704254  0  0
3  2  0.0106320381165  0  0
3  2  0.0135769844055  0  0
3  2  0.0103180408478  0  0
3  2  0.0105421543121  0  0
3  2  0.0173630714417  0  0
3  2  0.00943112373352  0  0
3  2  0.0146698951721  0  0
3  2  0.00946998596191  0  0
3  2  0.0255250930786  2  0
3  2  0.024295091629  2  0
3  2  0.0272228717804  2  0
3  2  0.00939607620239  0  0
3  2  0.00916814804077  0  0
3  2  0.00962209701538  0  0
3  2  0.0157680511475  0  0
3  2  0.0171449184418  0  0
3  2  0.0127098560333  0  0
3  2  0.0243759155273  0  0
3  2  0.0111010074615  0  0
3  2  0.024973154068  1  0
3  2  0.0240008831024  1  0
3  2  0.0232892036438  1  0
3  2  0.026624917984  1  0
3  2  0.0276050567627  1  0
3  2  0.0970001220703  6  3
3  2  0.0103349685669  0  0
3  2  0.0107259750366  0  0
3  2  0.0101249217987  0  0
3  2  0.0108199119568  0  0
3  2  0.0111658573151  0  0
3  2  0.011204957962  0  0
3  2  0.0112981796265  0  0
3  3  0.0428440570831  4  1
3  3  0.0667889118195  4  1
3  3  0.0438611507416  4  1
3  3  0.0488801002502  5  1
3  3  0.0286707878113  0  0
3  3  0.0251591205597  0  0
3  3  0.024512052536  0  0
3  3  0.0156638622284  0  0
3  3  0.0189929008484  0  0
3  3  0.0208389759064  0  0
3  3  0.0197310447693  0  0
3  3  0.0410389900208  0  0
3  3  0.0920629501343  8  3
3  3  0.115592956543  10  3
3  3  0.0272490978241  2  0
3  3  0.0267782211304  2  0
3  3  0.0335040092468  2  0
3  3  0.0337870121002  2  0
3  3  0.0304720401764  2  0
3  3  0.0304617881775  2  0
3  3  0.0308690071106  2  0
3  3  0.0146870613098  0  0
3  3  0.0253448486328  1  0
3  3  0.0256268978119  1  0
3  3  0.0313918590546  1  0
3  3  0.0327119827271  1  0
3  3  0.0354890823364  1  0
3  3  0.0362508296967  1  0
3  3  0.0556869506836  5  1
3  3  0.0547590255737  5  1
3  3  0.0562360286713  5  1
3  3  0.05606508255  5  1
3  3  0.0567719936371  5  1
3  3  0.0628361701965  5  1
3  3  0.0385088920593  3  0
3  3  0.0113971233368  0  0
3  3  0.0178091526031  0  0
3  3  0.017058134079  0  0
3  3  0.0167989730835  0  0
3  3  0.0167789459229  0  0
3  3  0.140608787537  16  6
3  3  0.575094938278  54  24
3  4  0.0237290859222  0  0
3  4  0.0309360027313  0  0
3  4  0.100145101547  8  3
3  4  0.150422811508  8  2
3  4  0.110532045364  11  3
3  4  0.114213943481  12  3
3  4  0.117167949677  12  3
3  4  0.168169975281  16  6
3  4  0.156904935837  17  6
3  4  0.10273194313  12  3
3  4  0.110050201416  12  3
3  4  0.116856098175  13  3
3  4  0.109144210815  13  3
3  4  0.106898069382  13  3
3  4  0.0627369880676  5  1
3  4  0.0578031539917  5  1
3  4  0.0581209659576  5  1
3  4  0.0617620944977  5  1
3  4  0.0686581134796  5  1
3  4  0.0689091682434  5  1
3  4  0.107026100159  11  4
3  4  0.0826878547668  9  2
3  4  0.0931861400604  9  2
3  4  0.0803699493408  7  1
3  4  0.0701549053192  7  1
3  4  0.0690820217133  7  1
3  4  0.0684719085693  7  1
3  4  0.116436004639  11  3
3  4  0.052953004837  3  0
3  4  0.0963001251221  11  3
3  4  0.135125875473  14  4
3  4  0.132678985596  14  4
