size  blanks  time  guess  backtrack
2  12  0.0223679542542  4  1
2  12  0.0265831947327  5  1
2  12  0.0557689666748  7  1
2  12  0.0351359844208  7  1
2  12  0.0366249084473  7  1
2  12  0.0391929149628  7  1
2  12  0.0364727973938  7  1
2  12  0.0168080329895  2  0
2  12  0.0230000019073  4  0
2  12  0.0226609706879  4  0
2  12  0.0253250598907  4  0
2  12  0.0222589969635  4  0
2  12  0.0497879981995  7  1
2  12  0.0423319339752  7  1
2  12  0.015496969223  2  0
2  12  0.0305180549622  6  1
2  12  0.0393350124359  7  1
2  12  0.0362811088562  7  1
2  12  0.0359528064728  7  1
2  12  0.0387690067291  7  1
2  12  0.0362241268158  7  1
2  12  0.020457983017  2  0
2  12  0.0497939586639  7  1
2  12  0.0415461063385  7  1
2  12  0.0383479595184  7  1
2  12  0.0398898124695  7  1
2  12  0.0371460914612  7  1
2  12  0.0352900028229  7  1
2  12  0.0123779773712  1  0
2  12  0.030433177948  5  0
2  12  0.0300598144531  5  0
2  12  0.0308468341827  5  0
2  12  0.034824848175  7  1
2  12  0.0378720760345  7  1
2  12  0.0377960205078  7  1
2  12  0.0174729824066  2  0
2  12  0.0364329814911  7  1
2  12  0.0352530479431  7  1
2  12  0.0354871749878  7  1
2  12  0.0378069877625  7  1
2  12  0.0363721847534  7  1
2  12  0.0396571159363  7  1
