size  blanks  time  guess  backtrack
2  1  0.0542900562286  0  0
2  1  0.00804305076599  0  0
2  1  0.00637292861938  0  0
2  1  0.0075249671936  0  0
2  1  0.00690293312073  0  0
2  1  0.00693106651306  0  0
2  1  0.0137920379639  0  0
2  1  0.00629210472107  0  0
2  1  0.00534605979919  0  0
2  1  0.0057909488678  0  0
2  1  0.00631284713745  0  0
2  1  0.00714898109436  0  0
2  1  0.0063419342041  0  0
2  1  0.00668501853943  0  0
2  1  0.00584292411804  0  0
2  1  0.00537419319153  0  0
2  1  0.0080258846283  0  0
2  1  0.00693583488464  0  0
2  1  0.00690507888794  0  0
2  1  0.0077109336853  0  0
2  1  0.0127658843994  0  0
2  1  0.00535821914673  0  0
2  1  0.00635695457458  0  0
2  1  0.00642800331116  0  0
2  1  0.00608897209167  0  0
2  1  0.0128469467163  0  0
2  1  0.00705504417419  0  0
2  1  0.00723695755005  0  0
2  1  0.00602102279663  0  0
2  1  0.0066831111908  0  0
2  1  0.00621199607849  0  0
2  1  0.0061891078949  0  0
2  1  0.007159948349  0  0
2  1  0.00639486312866  0  0
2  1  0.00656294822693  0  0
2  1  0.00569105148315  0  0
2  1  0.00627994537354  0  0
2  1  0.00737595558167  0  0
2  1  0.00633907318115  0  0
2  1  0.00649881362915  0  0
2  1  0.00627899169922  0  0
2  1  0.00777506828308  0  0
2  2  0.00929999351501  0  0
2  2  0.00647401809692  0  0
2  2  0.00935101509094  0  0
2  2  0.018807888031  2  0
2  2  0.0204920768738  2  0
2  2  0.0209019184113  2  0
2  2  0.0197360515594  2  0
2  2  0.00726294517517  0  0
2  2  0.00725889205933  0  0
2  2  0.00745487213135  0  0
2  2  0.00986313819885  0  0
2  2  0.00873494148254  0  0
2  2  0.0122220516205  0  0
2  2  0.0243828296661  1  0
2  2  0.0077440738678  0  0
2  2  0.0103359222412  0  0
2  2  0.00899386405945  0  0
2  2  0.0083270072937  0  0
2  2  0.0120611190796  0  0
2  2  0.00977301597595  0  0
2  2  0.0117638111115  0  0
2  2  0.00890111923218  0  0
2  2  0.00889706611633  0  0
2  2  0.0169100761414  1  0
2  2  0.0152759552002  1  0
2  2  0.0185608863831  2  0
2  2  0.0331230163574  4  1
2  2  0.0303330421448  4  1
2  2  0.0100529193878  0  0
2  2  0.011491060257  0  0
2  2  0.0181069374084  1  0
